image_name,rust_ratio,cr_thr,tex_thr,iou,dice,precision,recall
637.png,1.3001441955566406,129.0,31.36077880859375,0.24037976810620063,0.38759059811691393,0.4197168634929949,0.360032718807022
638.png,1.9540786743164062,123.0,29.749732971191406,0.6563375092114959,0.7925166284786332,0.8693509028794534,0.7281608960470916
639.png,0.3116607666015625,130.0,25.748091125488283,0.6514847512038523,0.7889685335925161,0.9935740514075887,0.6542413862583115
642.png,0.8543968200683594,124.0,20.62838134765625,0.34344000690071597,0.5112844714116023,0.8888268779997768,0.35885534024335286
645.png,0.9046554565429688,123.0,16.66533203125,0.5836141270435542,0.7370660782536743,0.9859793379717479,0.5884980809161265
646.png,0.9753227233886719,131.0,29.768020629882812,0.2592292089249493,0.4117268041237113,0.9997066588442358,0.25924892867104493
649.png,0.40340423583984375,129.0,12.135475158691408,0.706697910564343,0.8281464530892448,0.8555555555555555,0.802439024390244
653.png,3.7888526916503906,134.0,30.85992431640625,0.6352012217907683,0.7769089373540663,0.9840670542928339,0.6418018254645742
657.png,3.487396240234375,130.0,24.345553588867187,0.4622311685559911,0.6322272134473265,0.9544957339750602,0.47264651717040407
658.png,3.8116455078125,130.0,29.265972900390626,0.42588327421806627,0.5973606422329548,0.4626451160928743,0.8427601294380384
663.png,0.4080772399902344,129.0,26.780360412597656,0.4808349146110057,0.6494105586878524,0.5921944379527927,0.7188652482269503
667.png,0.6504058837890625,132.0,20.71629180908203,0.3579379027533685,0.5271786022433133,0.4479472140762463,0.640461215932914
673.png,0.8662223815917969,127.0,19.006741333007813,0.4287409235442077,0.6001660853678791,0.9946053066167566,0.42974027209589954
675.png,1.4822959899902344,131.0,24.69135284423828,0.5864980575596607,0.7393618350366058,0.9518754423213022,0.6044202957757987
677.png,3.470611572265625,129.0,24.49382781982422,0.5570410341078403,0.7155123364195934,0.7602220268190811,0.6757694186614558
678.png,1.4705657958984375,127.0,17.83367919921875,0.5529679376083189,0.7121434051754203,0.9931906614785992,0.5550723061868
680.png,0.10843276977539062,132.0,24.960105895996094,0.28864970645792565,0.44798785117691725,0.5189094107299912,0.39412157648630597
691.png,0.580596923828125,128.0,24.739346313476563,0.20061842918985776,0.3341918203358401,0.2664257555847569,0.44819010776457585
695.png,2.5341033935546875,129.0,24.148150634765624,0.5361325864543308,0.698029051895606,0.871669426463947,0.5820767993566546
697.png,1.2125968933105469,129.0,31.4512939453125,0.16108756725870196,0.27747703412073493,0.26606370428627607,0.2899134458822521
699.png,0.2552986145019531,127.0,22.149555969238282,0.6585492227979275,0.7941268353639488,0.9495704146432574,0.6824161073825503
701.png,0.61187744140625,129.0,29.87904052734375,0.443093823158653,0.6140887252760966,0.7669887780548629,0.5120174799708667
703.png,5.188179016113281,128.0,24.840907287597656,0.3802177398936619,0.5509532719423756,0.4140656593507592,0.8230479739851657
707.png,0.2033233642578125,131.0,24.003709411621095,0.26536560638702317,0.4194291437155734,0.9821763602251408,0.2666496880173182
709.png,4.688262939453125,128.0,28.809400939941405,0.6030284136456756,0.7523614784522037,0.6885882831570382,0.8291529907411943
712.png,7.084178924560547,129.0,19.964274597167968,0.5571393888946693,0.7155934694968483,0.8650162217465638,0.6101894496937468
714.png,0.23040771484375,129.0,24.86091003417969,0.661408121530821,0.796201863900123,0.9370860927152318,0.6921430755120758
717.png,1.800537109375,131.0,30.2490478515625,0.5178262698004766,0.6823261398269864,0.5869703389830508,0.8146732338454753
721.png,3.9910316467285156,131.0,25.15055847167969,0.5551563951687829,0.713955711327067,0.6425243136036703,0.8032561613144138
723.png,0.050449371337890625,129.0,9.907020568847656,0.24034529759200363,0.38754578754578756,1.0,0.24034529759200363
731.png,1.0163307189941406,129.0,22.772203063964845,0.48773329664786536,0.6556730265388527,0.998029464201933,0.4882034333975948
732.png,0.5059242248535156,130.0,22.462847900390624,0.3412269768730093,0.5088280846670108,0.4644674835061263,0.5625570776255707
738.png,0.49610137939453125,129.0,13.899150085449218,0.5278715352357574,0.6909894229481859,0.9921184159938485,0.5300944946589975
739.png,2.0499229431152344,135.0,22.570655822753906,0.17917541819033833,0.30389951389135295,0.9961386368923005,0.1792999497571596
